Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (kph),Distance (km),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/km)
2026-01-22 05:14 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-22 05:23 (CDT),On Demand,Kirra Michel,5,Meditation,Morning,5 min Morning Meditation,2024-05-28 10:00 (CDT),,,,,,,,,,
2026-01-22 12:01 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-01-22 17:40 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min 80s Core Strength,2025-12-13 23:00 (CDT),,,,,,,50,,,
2026-01-22 17:55 (CDT),On Demand,Ben Alldis,10,Strength,Lower Body,10 min Glutes & Legs Strength,2025-02-16 06:15 (CDT),,,,,,,50,,,
2026-01-22 18:14 (CDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Chest & Back Strength,2025-12-13 23:00 (CDT),,,,,,,50,,,
2026-01-22 18:28 (CDT),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-06-29 23:00 (CDT),,,,,,,25,,,
2026-01-23 05:05 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-23 05:12 (CDT),On Demand,Kirra Michel,5,Meditation,Morning,5 min Morning Meditation,2024-05-28 10:00 (CDT),,,,,,,,,,
2026-01-24 15:04 (CDT),On Demand,Nico Sarani,15,Meditation,Sleep,15 min Sleep Meditation,2025-11-16 23:00 (CDT),,,,,,,,,,
2026-01-24 16:12 (CDT),On Demand,Katie Wang,5,Strength,Core,5 min Core Strength,2026-01-23 07:56 (CDT),,,,,,,25,,,
2026-01-24 16:19 (CDT),On Demand,Jermaine Johnson,10,Strength,Lower Body,10 min Glutes & Legs Strength,2025-11-27 23:00 (CDT),,,,,,,50,,,
2026-01-24 16:36 (-06),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,2025-10-24 04:24 (-06),309,172,46%,81,30.93,15.47,261,129.30,,
2026-01-24 17:07 (-06),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2026-01-01 23:00 (-06),30,102,41%,72,25.51,2.12,46,79.10,,
2026-01-24 17:15 (CDT),On Demand,Ben Alldis,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2025-12-16 23:00 (CDT),,,,,,,43,98.40,,
2026-01-25 05:58 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-25 06:06 (CDT),On Demand,Ross Rayburn,5,Meditation,Morning,5 min Morning Meditation,2023-02-10 10:00 (CDT),,,,,,,,,,
2026-01-26 05:18 (-06),,,3,Meditation,,3 min 7 sec Just Meditate,,,,,,,,,,,
2026-01-26 05:24 (CDT),On Demand,Ross Rayburn,5,Meditation,Morning,5 min Morning Meditation,2023-02-10 10:00 (CDT),,,,,,,,,,
2026-01-26 17:30 (-06),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Rock Ride,2023-08-30 02:00 (-06),327,182,47%,85,32.64,16.33,234,121.54,,
2026-01-26 18:00 (-06),On Demand,Alex Toussaint,5,Cycling,Cool Down,5 min Cool Down Ride,2025-12-20 23:00 (-06),28,94,42%,69,24.95,2.07,34,117.07,,
2026-01-26 18:06 (-06),On Demand,Sam Yo,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-01-22 23:00 (-06),,,,,,,12,,,
2026-01-27 05:30 (-06),,,5,Meditation,,5 min 25 sec Just Meditate,,,,,,,,,,,
2026-01-27 05:37 (CDT),On Demand,Ross Rayburn,5,Meditation,Morning,5 min Morning Meditation,2023-02-10 10:00 (CDT),,,,,,,,,,
2026-01-27 17:41 (CDT),On Demand,Ben Alldis,30,Strength,Full Body,30 min Full Body Strength,2026-01-20 23:00 (CDT),,,,,,,150,,,
2026-01-27 18:11 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-07-27 23:00 (CDT),,,,,,,25,,,
2026-01-28 05:14 (-06),,,5,Meditation,,5 min 25 sec Just Meditate,,,,,,,,,,,
2026-01-28 05:20 (CDT),On Demand,Ross Rayburn,5,Meditation,Morning,5 min Morning Meditation,2023-02-10 10:00 (CDT),,,,,,,,,,
2026-01-28 12:45 (-06),,,4,Meditation,,4 min 49 sec Just Meditate,,,,,,,,,,,
2026-01-29 05:27 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-01-29 05:33 (CDT),On Demand,Ross Rayburn,5,Meditation,Morning,5 min Morning Meditation,2023-02-10 10:00 (CDT),,,,,,,,,,
2026-01-29 17:40 (CDT),On Demand,Selena Samuela,5,Strength,Core,5 min Core Strength,2024-09-09 23:00 (CDT),,,,,,,25,,,
2026-01-29 17:49 (CDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Upper Body Strength,2023-02-23 06:50 (CDT),,,,,,,50,69.00,,
2026-01-29 18:04 (-06),On Demand,Sam Yo,30,Cycling,Power Zone,30 min Power Zone Endurance 2000s Rock,2025-09-21 02:25 (-06),303,168,45%,84,31.56,15.78,405,,,
2026-01-29 18:35 (-06),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2025-09-09 22:00 (-06),19,63,33%,74,20.62,1.71,25,,,
2026-01-29 18:42 (CDT),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-11-30 23:00 (CDT),,,,,,,25,,,
2026-01-30 05:24 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-01-30 05:30 (CDT),On Demand,Ross Rayburn,5,Meditation,Morning,5 min Morning Meditation,2023-02-10 10:00 (CDT),,,,,,,,,,
2026-01-30 12:07 (CDT),On Demand,Mariana Fernandez,10,Meditation,Theme,10 min Holding Space Meditation,2026-01-27 11:26 (CDT),,,,,,,,,,
2026-01-31 05:47 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-01-31 05:53 (CDT),On Demand,Ross Rayburn,5,Meditation,Morning,5 min Morning Meditation,2023-02-10 10:00 (CDT),,,,,,,,,,
2026-01-31 17:47 (-06),On Demand,Mayla Wedekind,30,Cycling,Music,30 min 80s Rock Ride,2026-01-26 10:55 (-06),283,157,45%,83,30.84,15.41,218,116.11,,
2026-01-31 18:17 (-06),On Demand,Benny Adami,5,Cycling,Cool Down,5 min Cool Down Ride,2026-01-21 23:00 (-06),13,42,49%,22,9.69,0.81,35,79.93,,
2026-01-31 18:28 (-06),On Demand,Olivia Amato,5,Cycling,Cool Down,5 min Cool Down Ride,2026-01-27 23:00 (-06),14,79,33%,84,23.17,1.11,18,,,
2026-01-31 18:32 (-06),On Demand,Mila Lazar,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-01-28 23:00 (-06),,,,,,,12,,,
2026-02-01 05:57 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2026-01-24 06:24 (CDT),,,,,,,,,,
2026-02-02 05:26 (-06),,,0,Meditation,,2 sec Just Meditate,,,,,,,,,,,
2026-02-02 05:26 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-02-02 05:33 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2022-02-15 10:00 (CDT),,,,,,,,,,
2026-02-02 05:39 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2022-02-15 10:00 (CDT),,,,,,,,,,
2026-02-03 05:31 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-02-03 05:37 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2022-02-15 10:00 (CDT),,,,,,,,,,
2026-02-03 17:48 (-06),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Endurance 80s Ride,2025-11-30 07:55 (-06),296,164,45%,83,31.15,15.57,227,117.75,,
2026-02-03 18:19 (-06),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2026-01-18 23:00 (-06),13,43,23%,92,17.77,1.48,20,21.77,,
2026-02-03 18:26 (-06),On Demand,Sam Yo,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-01-22 23:00 (-06),,,,,,,12,,,
2026-02-04 05:37 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-02-04 05:43 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2022-02-15 10:00 (CDT),,,,,,,,,,
2026-02-04 12:33 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-02-05 05:33 (-06),,,0,Meditation,,4 sec Just Meditate,,,,,,,,,,,
2026-02-05 05:34 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-02-05 05:40 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2022-02-15 10:00 (CDT),,,,,,,,,,
2026-02-05 18:13 (CDT),On Demand,Zacharias Niedzwiecki,30,Strength,Full Body,30 min Premiere Full Body Strength,2026-01-29 07:54 (CDT),,,,,,,150,,,
2026-02-05 18:44 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-07-27 23:00 (CDT),,,,,,,25,,,
2026-02-06 05:57 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-02-06 06:05 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2022-02-15 10:00 (CDT),,,,,,,,62.83,,
2026-02-06 12:37 (-06),,,5,Meditation,,5 min 31 sec Just Meditate,,,,,,,,,,,
2026-02-07 05:22 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-02-07 05:29 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2022-02-15 10:00 (CDT),,,,,,,,,,
2026-02-07 13:19 (CDT),On Demand,Rebecca Kennedy,5,Strength,Core,5 min Core Strength,2025-02-17 23:00 (CDT),,,,,,,25,,,
2026-02-07 13:25 (CDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Upper Body Strength,2023-02-23 06:50 (CDT),,,,,,,50,,,
2026-02-07 13:37 (CDT),On Demand,Joslyn Thompson Rule,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-06-01 23:00 (CDT),,,,,,,25,,,
2026-02-08 05:57 (-06),,,5,Meditation,,5 min 25 sec Just Meditate,,,,,,,,,,,
2026-02-08 06:03 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2022-02-15 10:00 (CDT),,,,,,,,,,
2026-02-09 05:14 (-06),,,0,Meditation,,6 sec Just Meditate,,,,,,,,,,,
2026-02-09 05:15 (-06),,,5,Meditation,,5 min 25 sec Just Meditate,,,,,,,,,,,
2026-02-09 05:22 (CDT),On Demand,Aditi Shah,5,Meditation,Breath,5 min Breathing Meditation,2026-01-27 23:00 (CDT),,,,,,,,,,
2026-02-09 12:39 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-02-09 17:26 (-06),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Ride,2026-01-27 13:56 (-06),327,182,46%,83,31.74,15.87,438,,,
2026-02-09 17:57 (-06),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2026-02-05 23:00 (-06),14,47,32%,64,17.45,1.45,19,,,
2026-02-09 18:04 (-06),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-02-05 23:00 (-06),,,,,,,12,,,
2026-02-10 05:23 (-06),,,0,Meditation,,5 sec Just Meditate,,,,,,,,,,,
2026-02-10 05:23 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-02-10 05:33 (CDT),On Demand,Aditi Shah,5,Meditation,Breath,5 min Breathing Meditation,2026-01-27 23:00 (CDT),,,,,,,,,,
2026-02-10 05:39 (CDT),On Demand,Aditi Shah,5,Meditation,Breath,5 min Breathing Meditation,2026-01-27 23:00 (CDT),,,,,,,,,,
2026-02-10 17:42 (CDT),On Demand,Jermaine Johnson,30,Strength,Full Body,30 min Full Body Strength,2026-02-02 23:00 (CDT),,,,,,,150,,,
2026-02-10 18:15 (CDT),On Demand,Selena Samuela,10,Stretching,Full Body Stretch,10 min Miranda Lambert Full Body Stretch,2025-04-16 23:00 (CDT),,,,,,,25,,,
2026-02-11 05:27 (-06),,,0,Meditation,,15 sec Just Meditate,,,,,,,,,,,
2026-02-11 05:27 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-02-11 05:35 (CDT),On Demand,Aditi Shah,5,Meditation,Breath,5 min Breathing Meditation,2026-01-27 23:00 (CDT),,,,,,,,,,
2026-02-11 11:26 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-02-12 04:57 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-02-12 05:04 (CDT),On Demand,Aditi Shah,5,Meditation,Breath,5 min Breathing Meditation,2026-01-27 23:00 (CDT),,,,,,,,,,
2026-02-12 18:16 (-06),On Demand,Sam Yo,30,Cycling,Power Zone,30 min Power Zone Endurance Pop Ride,2026-02-10 04:55 (-06),268,149,45%,80,29.99,14.98,358,,,
2026-02-12 18:46 (-06),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2026-02-05 23:00 (-06),22,74,33%,81,22.12,1.84,30,,,
2026-02-12 18:53 (-06),On Demand,Selena Samuela,5,Strength,Core,5 min Core Strength,2026-02-08 23:00 (-06),,,,,,,,,,
2026-02-12 18:53 (-06),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-01-08 23:00 (-06),,,,,,,12,,,
2026-02-13 05:12 (-06),,,5,Meditation,,5 min 25 sec Just Meditate,,,,,,,,,,,
2026-02-13 05:18 (CDT),On Demand,Aditi Shah,5,Meditation,Breath,5 min Breathing Meditation,2026-01-27 23:00 (CDT),,,,,,,,,,
2026-02-14 05:18 (-06),,,3,Meditation,,3 min 25 sec Just Meditate,,,,,,,,,,,
2026-02-14 05:24 (CDT),On Demand,Aditi Shah,5,Meditation,Breath,5 min Breathing Meditation,2026-01-27 23:00 (CDT),,,,,,,,,,
2026-02-14 11:44 (CDT),On Demand,Rebecca Kennedy,5,Strength,Core,5 min Standing Core Strength,2025-12-03 23:00 (CDT),,,,,,,25,,,
2026-02-14 11:51 (CDT),On Demand,Adrian Williams,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2024-11-22 11:39 (CDT),,,,,,,50,,,
2026-02-14 14:16 (CDT),On Demand,Selena Samuela,10,Stretching,Full Body Stretch,10 min Miranda Lambert Full Body Stretch,2025-04-16 23:00 (CDT),,,,,,,25,,,
2026-02-15 05:20 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-02-15 05:29 (CDT),On Demand,Aditi Shah,5,Meditation,Breath,5 min Breathing Meditation,2026-01-27 23:00 (CDT),,,,,,,,,,
2026-02-16 06:45 (-06),,,4,Meditation,,4 min 21 sec Just Meditate,,,,,,,,,,,
2026-02-16 06:55 (CDT),On Demand,Aditi Shah,5,Meditation,Breath,5 min Breathing Meditation,2026-01-27 23:00 (CDT),,,,,,,,,,
2026-02-16 16:00 (CDT),On Demand,Rebecca Kennedy,10,Strength,Lower Body,10 min Glutes & Legs Strength,2025-07-08 08:25 (CDT),,,,,,,50,,,
2026-02-16 16:11 (CDT),On Demand,Rebecca Kennedy,5,Strength,Core,5 min Standing Core Strength,2025-12-03 23:00 (CDT),,,,,,,25,,,
2026-02-16 16:27 (-06),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone 80s Ride,2025-06-15 06:54 (-06),335,186,49%,79,32.40,16.20,244,124.94,,
2026-02-16 16:57 (-06),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2023-11-17 10:00 (-06),22,72,36%,69,22.16,1.85,33,110.98,,
2026-02-16 17:08 (CDT),On Demand,Selena Samuela,10,Stretching,Full Body Stretch,10 min Miranda Lambert Full Body Stretch,2025-04-16 23:00 (CDT),,,,,,,25,,,
2026-02-17 05:31 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-02-17 05:37 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-02-17 11:57 (-06),,,5,Meditation,,5 min 49 sec Just Meditate,,,,,,,,,,,
2026-02-18 05:36 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-02-18 05:43 (-06),,,0,Meditation,,7 sec Just Meditate,,,,,,,,,,,
2026-02-18 05:44 (-06),,,5,Meditation,,5 min 45 sec Just Meditate,,,,,,,,,,,
2026-02-18 11:35 (-06),,,4,Meditation,,4 min 49 sec Just Meditate,,,,,,,,,,,
2026-02-18 17:42 (-06),On Demand,Hannah Frankson,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2026-02-17 12:24 (-06),283,157,43%,88,30.60,15.30,196,108.70,,
2026-02-18 18:12 (-06),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2026-02-05 23:00 (-06),24,81,33%,86,23.72,1.97,28,102.44,,
2026-02-18 18:18 (-06),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-02-12 23:00 (-06),,,,,,,12,,,
2026-02-19 05:24 (-06),,,4,Meditation,,4 min 21 sec Just Meditate,,,,,,,,,,,
2026-02-19 05:30 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-02-19 11:20 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-02-19 17:43 (CDT),On Demand,Rebecca Kennedy,30,Strength,Full Body,30 min Full Body Strength,2025-09-28 13:24 (CDT),,,,,,,149,82.33,,
2026-02-19 18:18 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2026-02-15 23:00 (CDT),,,,,,,25,,,
2026-02-20 05:43 (-06),,,5,Meditation,,5 min 25 sec Just Meditate,,,,,,,,,,,
2026-02-20 05:49 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-02-21 05:45 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-02-21 05:52 (-06),,,4,Meditation,,4 min 41 sec Just Meditate,,,,,,,,,,,
2026-02-21 15:43 (CDT),On Demand,Tunde Oyeneyin,5,Strength,Core,5 min Core Strength,2026-01-04 12:01 (CDT),,,,,,,25,,,
2026-02-21 15:50 (CDT),On Demand,Rebecca Kennedy,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2025-08-26 08:26 (CDT),,,,,,,50,,,
2026-02-21 18:08 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2026-02-15 23:00 (CDT),,,,,,,25,,,
2026-02-22 06:24 (-06),,,4,Meditation,,4 min 41 sec Just Meditate,,,,,,,,,,,
2026-02-22 06:32 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,46.05,,
2026-02-23 05:32 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-02-23 05:40 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-02-23 12:44 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-02-23 16:48 (-06),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Ride,2025-10-28 12:54 (-06),317,176,45%,84,31.57,15.79,424,,,
2026-02-23 17:19 (-06),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2026-02-17 23:00 (-06),22,74,39%,66,22.65,1.88,30,,,
2026-02-23 17:26 (-06),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-02-05 23:00 (-06),,,,,,,12,,,
2026-02-24 05:11 (-06),,,5,Meditation,,5 min 25 sec Just Meditate,,,,,,,,,,,
2026-02-24 05:18 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-02-24 12:23 (-06),,,5,Meditation,,5 min 49 sec Just Meditate,,,,,,,,,,,
2026-02-24 17:29 (CDT),On Demand,Tunde Oyeneyin,30,Strength,Full Body,30 min Full Body Strength,2026-02-15 23:00 (CDT),,,,,,,151,,,
2026-02-24 18:06 (CDT),On Demand,Selena Samuela,10,Stretching,Full Body Stretch,10 min Miranda Lambert Full Body Stretch,2025-04-16 23:00 (CDT),,,,,,,25,,,
2026-02-25 05:10 (-06),,,5,Meditation,,5 min 25 sec Just Meditate,,,,,,,,,,,
2026-02-25 05:18 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-02-25 12:58 (-06),,,4,Meditation,,4 min 49 sec Just Meditate,,,,,,,,,,,
2026-02-26 06:26 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-02-26 06:32 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-02-26 17:37 (CDT),On Demand,Tunde Oyeneyin,5,Strength,Core,5 min Core Strength,2026-01-04 12:01 (CDT),,,,,,,25,,,
2026-02-26 17:45 (CDT),On Demand,Jermaine Johnson,10,Strength,Lower Body,10 min Glutes & Legs Strength,2025-11-27 23:00 (CDT),,,,,,,50,,,
2026-02-26 18:23 (-06),On Demand,Sam Yo,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2025-12-14 07:54 (-06),295,164,44%,85,31.08,15.53,211,114.84,,
2026-02-26 18:54 (-06),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2026-02-17 23:00 (-06),30,99,40%,75,25.77,2.15,33,110.66,,
2026-02-26 19:03 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2026-02-15 23:00 (CDT),,,,,,,25,,,
2026-02-27 05:19 (-06),,,5,Meditation,,5 min 45 sec Just Meditate,,,,,,,,,,,
2026-02-27 05:26 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-02-28 05:49 (-06),,,3,Meditation,,3 min 25 sec Just Meditate,,,,,,,,,,,
2026-02-28 05:55 (CDT),On Demand,Aditi Shah,5,Meditation,Morning,5 min Morning Meditation,2024-04-22 06:30 (CDT),,,,,,,,,,
2026-02-28 15:53 (CDT),On Demand,Rebecca Kennedy,5,Strength,Core,5 min Standing Core Strength,2024-11-06 23:00 (CDT),,,,,,,25,,,
2026-02-28 16:00 (CDT),On Demand,Rebecca Kennedy,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2025-12-22 23:00 (CDT),,,,,,,50,,,
2026-02-28 16:19 (-06),On Demand,Christian Vande Velde,30,Cycling,Power Zone,30 min Power Zone Rock Ride,2025-02-14 12:34 (-06),329,183,47%,83,32.28,16.14,246,125.69,,
2026-02-28 16:50 (-06),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2026-02-26 23:00 (-06),32,106,41%,76,26.22,2.19,42,,,
2026-02-28 17:01 (CDT),On Demand,Selena Samuela,10,Stretching,Full Body Stretch,10 min Avicii Full Body Stretch,2025-12-30 23:00 (CDT),,,,,,,25,,,
2026-03-01 05:12 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-03-01 05:23 (CDT),On Demand,Aditi Shah,5,Meditation,Morning,5 min Morning Meditation,2024-04-22 06:30 (CDT),,,,,,,,,,
2026-03-01 05:28 (CDT),On Demand,Aditi Shah,5,Meditation,Morning,5 min Morning Meditation,2024-04-22 06:30 (CDT),,,,,,,,,,
2026-03-02 05:10 (-06),,,5,Meditation,,5 min 25 sec Just Meditate,,,,,,,,,,,
2026-03-02 05:17 (CDT),On Demand,Aditi Shah,5,Meditation,Morning,5 min Morning Meditation,2024-04-22 06:30 (CDT),,,,,,,,,,
2026-03-02 11:41 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-03-03 05:28 (-06),,,5,Meditation,,5 min 25 sec Just Meditate,,,,,,,,,,,
2026-03-03 06:17 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-03-03 18:01 (-06),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Rock Ride,2023-08-30 02:00 (-06),313,174,46%,83,30.86,15.43,418,,,
2026-03-03 18:32 (-06),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2026-02-17 23:00 (-06),24,79,39%,66,21.66,1.80,32,,,
2026-03-03 18:41 (-06),On Demand,Hannah Corbin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-07-30 22:00 (-06),,,,,,,12,,,
2026-03-04 06:15 (-06),,,5,Meditation,,5 min 25 sec Just Meditate,,,,,,,,,,,
2026-03-04 06:21 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-03-04 17:14 (CDT),On Demand,Rebecca Kennedy,30,Strength,Full Body,30 min Full Body Strength,2025-09-28 13:24 (CDT),,,,,,,26,,,
2026-03-04 17:25 (CDT),On Demand,Ben Alldis,30,Strength,Full Body,30 min Full Body Strength,2025-10-31 07:25 (CDT),,,,,,,133,,,
2026-03-04 17:55 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-02-14 06:05 (CDT),,,,,,,25,,,
2026-03-05 05:05 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-03-05 05:13 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
2026-03-06 05:20 (-06),,,0,Meditation,,5 sec Just Meditate,,,,,,,,,,,
2026-03-06 05:20 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-03-06 05:28 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Theme,5min Best Case of the Mondays Meditation,2025-02-09 23:00 (CDT),,,,,,,,,,
